disease_class,year,first_abs_all,first_per100k_all,total_abs_all,total_per100k_all,total_abs_1y,total_per100k_1y,total_abs_child,total_per100k_child,total_abs_teen,total_per100k_teen,disability_cases,disability_days,class_name,class_name_short
3,2022,539.6,367.8,1730.7,1179.7,79.6,59.2,241.6,940.6,39.2,859.8,60580.0,1084744.0,"Diseases of the blood, blood-forming organs, and certain disorders involving the immune mechanism",Blood & Immune Diseases
3.1,1995,318.9,215.8,707.4,478.7,109.7,89.5,201.1,641.3,14.9,227.4,,,Anemias,Anemias
3.1,1996,348.5,237.9,777.5,530.7,120.2,104.1,216.0,714.2,16.3,248.1,,,Anemias,Anemias
3.1,1997,371.9,254.5,835.7,571.9,122.6,104.9,225.2,768.9,20.1,300.3,,,Anemias,Anemias
3.1,1998,393.4,270.0,900.4,617.8,133.0,117.4,237.6,843.3,23.4,338.3,,,Anemias,Anemias
3.1,1999,442.9,305.1,1008.7,694.8,140.0,124.3,260.9,1062.9,26.6,371.9,,,Anemias,Anemias
3.1,2000,488.4,337.9,1102.7,763.0,149.9,136.5,286.7,1096.8,31.8,425.1,,,Anemias,Anemias
3.1,2001,501.0,345.7,1154.1,796.3,149.4,130.5,292.8,1172.7,33.0,438.7,,,Anemias,Anemias
3.1,2002,671.1,465.3,1388.7,962.9,165.9,139.4,438.5,1844.7,43.3,574.2,,,Anemias,Anemias
3.1,2003,568.3,396.1,1337.8,932.6,163.0,127.9,344.1,1514.3,40.3,536.9,,,Anemias,Anemias
3.1,2004,584.9,409.9,1363.9,955.9,162.5,122.6,349.9,1599.3,41.0,562.9,,,Anemias,Anemias
3.1,2005,582.7,407.1,1366.6,954.9,160.5,118.1,353.3,1647.7,41.6,600.2,,,Anemias,Anemias
3.1,2006,690.7,484.7,1559.5,1094.5,159.0,116.9,386.9,1837.1,44.0,686.3,,,Anemias,Anemias
3.1,2007,705.9,496.7,1598.3,1124.6,166.0,108.3,394.5,1892.0,43.4,741.0,,,Anemias,Anemias
3.1,2008,693.2,488.3,1594.2,1123.0,178.4,108.1,386.0,1842.0,40.3,764.1,,,Anemias,Anemias
3.1,2009,657.2,463.1,1586.7,1118.1,176.0,,367.4,,38.9,,,,Anemias,Anemias
3.1,2010,652.3,456.3,1570.5,1098.7,176.3,104.1,366.6,1691.2,35.7,773.9,,,Anemias,Anemias
3.1,2011,612.1,428.2,1536.9,1075.1,168.5,102.0,340.4,1548.3,33.1,753.2,,,Anemias,Anemias
3.1,2012,614.6,429.2,1551.4,1083.3,162.4,97.9,339.5,1507.9,33.8,804.3,,,Anemias,Anemias
3.1,2013,608.9,424.3,1529.2,1065.6,161.1,93.3,326.2,1412.2,35.6,879.9,,,Anemias,Anemias
3.1,2014,624.8,427.7,1585.9,1085.5,161.1,92.5,332.2,1380.4,33.9,846.2,,,Anemias,Anemias
3.1,2015,635.3,433.9,1631.8,1114.6,158.2,82.1,319.8,1291.9,33.6,823.8,,,Anemias,Anemias
3.1,2016,634.7,432.7,1637.8,1116.6,146.3,83.8,319.8,1265.6,34.4,853.5,,,Anemias,Anemias
3.1,2017,604.4,411.6,1649.6,1123.4,141.3,82.8,292.7,1130.9,30.9,754.0,,,Anemias,Anemias
3.1,2018,569.7,388.0,1617.7,1101.8,130.4,83.8,279.1,1078.4,32.4,769.0,,,Anemias,Anemias
3.1,2019,551.9,376.0,1620.0,1103.8,94.5,61.7,260.0,1002.3,32.4,727.7,,,Anemias,Anemias
3.1,2020,438.9,297.2,1406.8,952.4,81.0,57.4,214.6,828.3,28.0,619.8,,,Anemias,Anemias
3.1,2021,460.2,312.6,1446.1,982.3,79.3,56.5,225.4,872.0,31.6,700.7,,,Anemias,Anemias
3.1,2022,485.9,331.2,1507.4,1027.5,75.1,55.9,220.1,857.1,35.4,776.3,,,Anemias,Anemias
4,1990,538.9,364.3,2930.4,1981.2,,,183.6,540.6,,,,,"Endocrine, nutritional, and metabolic diseases",Endocrine / Metabolic Diseases
4,1995,817.1,553.0,3974.9,2689.9,133.8,109.2,306.5,977.2,75.3,1149.8,,,"Endocrine, nutritional, and metabolic diseases",Endocrine / Metabolic Diseases
4,1996,908.0,619.7,4219.9,2880.3,138.6,120.0,322.0,1064.8,88.7,1348.2,,,"Endocrine, nutritional, and metabolic diseases",Endocrine / Metabolic Diseases
4,1997,979.1,670.0,4487.4,3070.7,138.4,118.4,341.7,1166.7,110.2,1646.7,,,"Endocrine, nutritional, and metabolic diseases",Endocrine / Metabolic Diseases
4,1998,1114.0,764.3,4874.0,3344.1,146.5,129.3,372.9,1323.3,139.1,2013.3,,,"Endocrine, nutritional, and metabolic diseases",Endocrine / Metabolic Diseases
4,1999,1169.5,805.6,5220.7,3596.3,138.2,122.7,387.9,1437.8,159.8,2236.3,,,"Endocrine, nutritional, and metabolic diseases",Endocrine / Metabolic Diseases
4,2000,1234.5,854.2,5549.9,3840.2,135.1,123.0,392.4,1501.2,162.4,2171.1,,,"Endocrine, nutritional, and metabolic diseases",Endocrine / Metabolic Diseases
4,2001,1297.2,894.9,5861.5,4044.0,131.7,115.1,382.7,1532.8,169.1,2248.7,,,"Endocrine, nutritional, and metabolic diseases",Endocrine / Metabolic Diseases
4,2002,1546.0,1072.0,6316.6,4379.9,137.5,115.5,541.3,2277.3,208.3,2762.9,,,"Endocrine, nutritional, and metabolic diseases",Endocrine / Metabolic Diseases
4,2003,1373.0,957.1,6363.9,4436.3,134.9,105.8,400.0,1760.3,185.2,2467.1,,,"Endocrine, nutritional, and metabolic diseases",Endocrine / Metabolic Diseases
4,2004,1406.8,985.9,6664.9,4670.9,134.4,101.4,405.1,1851.4,185.0,2513.4,,,"Endocrine, nutritional, and metabolic diseases",Endocrine / Metabolic Diseases
4,2005,1360.6,958.4,6837.3,4816.3,131.0,96.4,385.3,1796.5,168.8,2433.8,,,"Endocrine, nutritional, and metabolic diseases",Endocrine / Metabolic Diseases
4,2006,1672.5,1173.8,7569.5,5312.4,133.1,97.8,393.0,1866.0,156.5,2439.6,,,"Endocrine, nutritional, and metabolic diseases",Endocrine / Metabolic Diseases
4,2007,1638.4,1152.9,7908.4,5564.8,132.0,86.1,388.0,1860.9,147.9,2525.0,,,"Endocrine, nutritional, and metabolic diseases",Endocrine / Metabolic Diseases
4,2008,1628.6,1147.3,8179.2,5761.7,135.1,81.9,379.2,1809.2,133.3,2528.3,,,"Endocrine, nutritional, and metabolic diseases",Endocrine / Metabolic Diseases
4,2009,1480.5,1043.3,8288.7,5840.9,129.9,,364.4,,120.6,,,,"Endocrine, nutritional, and metabolic diseases",Endocrine / Metabolic Diseases
4,2010,1461.5,1022.5,8494.4,5942.7,128.9,76.1,357.3,1648.3,116.2,2516.8,,,"Endocrine, nutritional, and metabolic diseases",Endocrine / Metabolic Diseases
4,2011,1474.5,1031.4,8842.8,6185.5,122.5,74.2,374.9,1705.0,109.4,2488.8,,,"Endocrine, nutritional, and metabolic diseases",Endocrine / Metabolic Diseases
4,2012,1519.3,1061.0,9184.7,6413.8,117.9,71.1,378.5,1681.5,110.6,2631.4,136963.0,2280101.0,"Endocrine, nutritional, and metabolic diseases",Endocrine / Metabolic Diseases
4,2013,1526.7,1063.9,9519.1,6633.2,112.8,65.3,355.6,1539.3,104.7,2590.0,128592.0,2106716.0,"Endocrine, nutritional, and metabolic diseases",Endocrine / Metabolic Diseases
4,2014,1635.9,1119.8,10243.6,7011.8,107.9,61.9,364.1,1513.2,105.9,2643.2,127962.0,2037039.0,"Endocrine, nutritional, and metabolic diseases",Endocrine / Metabolic Diseases
4,2015,1952.8,1333.8,10872.2,7426.0,103.0,53.4,367.0,1482.4,113.6,2784.5,125701.0,1979078.0,"Endocrine, nutritional, and metabolic diseases",Endocrine / Metabolic Diseases
4,2016,2037.6,1389.2,11457.8,7811.7,91.8,52.6,391.5,1549.4,113.4,2815.1,118899.0,1796448.0,"Endocrine, nutritional, and metabolic diseases",Endocrine / Metabolic Diseases
4,2017,2050.1,1396.1,11872.2,8085.0,83.9,49.2,385.8,1490.6,113.8,2780.4,119260.0,1759256.0,"Endocrine, nutritional, and metabolic diseases",Endocrine / Metabolic Diseases
4,2018,1926.7,1312.2,12168.1,8287.1,78.5,50.4,395.5,1528.0,117.6,2788.5,118950.0,1757019.0,"Endocrine, nutritional, and metabolic diseases",Endocrine / Metabolic Diseases
4,2019,2116.7,1442.3,12833.2,8744.1,65.8,42.9,415.3,1600.7,131.1,2945.6,114651.0,1690173.0,"Endocrine, nutritional, and metabolic diseases",Endocrine / Metabolic Diseases
4,2020,1617.0,1094.7,12071.6,8172.6,56.8,39.3,345.0,1331.5,104.5,2310.9,88716.0,1363926.0,"Endocrine, nutritional, and metabolic diseases",Endocrine / Metabolic Diseases
4,2021,1669.7,1134.2,12426.0,8440.6,54.6,38.9,370.7,1434.5,124.8,2763.0,93081.0,1446821.0,"Endocrine, nutritional, and metabolic diseases",Endocrine / Metabolic Diseases
4,2022,1831.4,1248.3,13051.4,8895.8,50.5,37.5,377.1,1468.5,134.4,2944.5,110838.0,1670879.0,"Endocrine, nutritional, and metabolic diseases",Endocrine / Metabolic Diseases
4.1,1990,174.4,117.9,1744.3,117.9,,,2.1,6.3,,,,,Diabetes mellitus,Diabetes
4.1,1995,133.7,90.5,1904.4,1288.7,,,2.7,8.6,1.0,15.1,,,Diabetes mellitus,Diabetes
4.1,1996,146.2,99.8,1915.6,1307.5,,,3.0,9.8,1.0,14.8,,,Diabetes mellitus,Diabetes
4.1,1997,157.3,107.6,1951.4,1326.2,,,3.1,10.6,1.0,14.9,,,Diabetes mellitus,Diabetes
4.1,1998,172.2,118.1,2010.1,1379.2,,,2.8,9.9,1.0,15.0,,,Diabetes mellitus,Diabetes
4.1,1999,146.9,101.2,2028.7,1397.5,,,2.8,10.4,1.1,15.4,,,Diabetes mellitus,Diabetes
4.1,2000,162.0,112.1,2061.8,1426.6,,,2.9,11.1,1.0,13.4,,,Diabetes mellitus,Diabetes
4.1,2001,182.9,126.2,2117.7,1461.0,,,2.9,11.6,1.1,15.3,,,Diabetes mellitus,Diabetes
4.1,2002,208.9,144.9,2184.0,1514.4,,,2.7,11.4,1.1,14.9,,,Diabetes mellitus,Diabetes
4.1,2003,214.4,149.5,2268.4,1581.3,,,2.7,11.7,1.0,15.1,,,Diabetes mellitus,Diabetes
4.1,2004,240.3,168.4,2387.1,1672.9,,,2.7,12.2,1.0,14.3,,,Diabetes mellitus,Diabetes
4.1,2005,249.5,174.4,2518.4,1759.7,,,2.7,12.7,1.1,15.7,,,Diabetes mellitus,Diabetes
4.1,2006,289.0,202.8,2684.2,1883.8,,,2.8,13.1,1.0,16.3,,,Diabetes mellitus,Diabetes
4.1,2007,302.4,212.8,2854.1,2008.3,,,2.8,13.3,1.0,16.2,,,Diabetes mellitus,Diabetes
4.1,2008,301.6,212.5,3029.4,2134.0,,,2.8,13.2,0.8,15.4,,,Diabetes mellitus,Diabetes
4.1,2009,308.6,217.5,3178.9,2240.1,,,2.9,,0.8,,,,Diabetes mellitus,Diabetes
4.1,2010,323.9,226.6,3378.0,2363.2,,,3.1,14.4,0.8,16.8,,,Diabetes mellitus,Diabetes
4.1,2011,318.9,223.1,3592.4,2512.9,,,3.3,15.0,0.8,18.1,,,Diabetes mellitus,Diabetes
4.1,2012,343.3,239.8,3756.6,2623.3,,,3.6,16.2,0.8,18.9,51718.0,803840.0,Diabetes mellitus,Diabetes
4.1,2013,339.5,236.5,3941.0,2746.2,,,3.9,17.0,0.9,22.2,89749.0,1374185.0,Diabetes mellitus,Diabetes
4.1,2014,343.1,234.9,4174.8,2857.7,,,4.5,18.8,0.9,23.6,89618.0,1342116.0,Diabetes mellitus,Diabetes
4.1,2015,352.2,240.6,4418.3,3017.8,,,4.7,19.2,1.1,27.3,86311.0,1247590.0,Diabetes mellitus,Diabetes
4.1,2016,339.4,231.4,4610.8,3143.6,,,5.3,20.8,1.3,31.1,82881.0,1171357.0,Diabetes mellitus,Diabetes
4.1,2017,363.5,247.6,4743.6,3230.4,,,5.2,20.1,1.3,30.8,85240.0,1178891.0,Diabetes mellitus,Diabetes
4.1,2018,369.6,251.7,4880.6,3323.9,,,5.4,21.0,1.3,29.8,84887.0,1176170.0,Diabetes mellitus,Diabetes
4.1,2019,410.5,279.7,5110.1,3481.8,,,6.2,24.0,1.3,29.3,82066.0,1136773.0,Diabetes mellitus,Diabetes
4.1,2020,321.8,217.9,5106.5,3457.2,,,6.2,24.0,1.4,31.7,62223.0,926195.0,Diabetes mellitus,Diabetes
4.1,2021,346.0,235.0,5168.9,3511.1,,,7.0,27.0,1.6,34.5,65129.0,968475.0,Diabetes mellitus,Diabetes
4.1,2022,373.4,254.5,5277.6,3597.2,,,7.0,27.2,1.6,34.9,79984.0,1159425.0,Diabetes mellitus,Diabetes
4.2,2015,461.0,314.8,1726.9,1179.5,,,93.2,376.4,29.3,718.2,,,Obesity,Obesity
4.2,2016,464.9,317.0,1825.4,1244.5,,,91.8,363.3,29.5,733.4,,,Obesity,Obesity
4.2,2017,448.2,305.2,1936.3,1318.6,,,90.8,350.7,29.7,725.7,,,Obesity,Obesity
4.2,2018,446.7,304.2,2026.7,1380.3,,,97.1,375.4,32.2,762.9,,,Obesity,Obesity
4.2,2019,517.4,352.5,2198.8,1498.2,,,112.1,432.0,38.8,872.1,,,Obesity,Obesity
4.2,2020,371.9,251.8,1909.7,1292.9,,,90.7,350.1,31.6,698.9,,,Obesity,Obesity
4.2,2021,383.3,260.4,1981.7,1346.1,,,105.6,408.4,37.1,820.9,,,Obesity,Obesity
4.2,2022,419.4,285.9,2178.6,1484.9,,,108.9,424.1,40.2,879.7,,,Obesity,Obesity
6,1990,6778.0,4582.4,15246.1,10307.5,,,2110.8,6215.2,,,,,Diseases of the nervous system,Nervous System Diseases
6,1995,8588.7,5812.1,19997.1,13532.2,257.5,210.1,2581.7,8231.8,344.3,5254.3,,,Diseases of the nervous system,Nervous System Diseases
6,1996,8847.0,6038.4,20804.0,14199.7,274.9,238.0,2663.2,8806.8,381.0,5793.9,,,Diseases of the nervous system,Nervous System Diseases
6,1997,8829.7,6042.0,21110.4,14445.6,269.5,230.6,2664.0,9014.1,400.4,5983.1,,,Diseases of the nervous system,Nervous System Diseases
6,1998,9106.1,6247.9,21955.1,15063.8,282.7,249.5,2788.4,9894.8,455.5,6592.5,,,Diseases of the nervous system,Nervous System Diseases
6,1999,2383.1,1641.6,6746.1,4647.0,165.1,146.6,759.3,2814.5,154.2,2158.3,,,Diseases of the nervous system,Nervous System Diseases
6,2000,2226.6,1540.7,6523.9,4514.2,158.8,144.6,713.9,2731.1,153.2,2048.1,,,Diseases of the nervous system,Nervous System Diseases
6,2001,2179.2,1503.4,6625.2,4570.9,162.6,142.1,697.8,2795.4,170.7,2270.7,,,Diseases of the nervous system,Nervous System Diseases
6,2002,2245.9,1557.3,6771.2,4695.1,170.3,143.1,780.3,3282.7,197.1,2613.3,,,Diseases of the nervous system,Nervous System Diseases
6,2003,2174.4,1515.8,6708.1,4676.2,192.3,150.9,740.0,3256.9,198.1,2638.4,,,Diseases of the nervous system,Nervous System Diseases
6,2004,2227.9,1561.3,6911.6,4843.8,219.3,165.4,772.9,3532.5,208.4,2831.6,,,Diseases of the nervous system,Nervous System Diseases
6,2005,2178.0,1534.2,7054.7,4969.5,227.2,167.2,779.8,3636.3,212.8,3068.5,,,Diseases of the nervous system,Nervous System Diseases
6,2006,2318.0,1626.8,7540.4,5292.0,244.1,179.4,802.5,3810.1,211.6,3298.8,,,Diseases of the nervous system,Nervous System Diseases
6,2007,2361.0,1661.3,7729.0,5438.5,277.0,180.7,843.4,4044.7,203.7,3475.9,,,Diseases of the nervous system,Nervous System Diseases
6,2008,2419.2,1704.2,8024.3,5652.7,319.9,193.8,904.3,4314.9,195.5,3707.2,,,Diseases of the nervous system,Nervous System Diseases
6,2009,2373.8,1672.8,8117.7,5720.4,326.0,,914.8,,181.2,,,,Diseases of the nervous system,Nervous System Diseases
6,2010,2345.3,1640.8,8162.5,5710.5,331.2,195.5,928.5,4283.2,176.9,3832.1,,,Diseases of the nervous system,Nervous System Diseases
6,2011,2354.0,1646.6,8269.0,5784.1,343.8,208.2,943.9,4292.9,174.2,3962.3,,,Diseases of the nervous system,Nervous System Diseases
6,2012,2329.6,1626.8,8328.4,5815.9,358.0,215.9,953.0,4233.1,173.6,4129.3,448914.0,6279422.0,Diseases of the nervous system,Nervous System Diseases
6,2013,2364.5,1647.6,8462.1,5896.6,372.9,216.0,966.0,4181.7,170.3,4211.7,417395.0,5907967.0,Diseases of the nervous system,Nervous System Diseases
6,2014,2369.9,1622.2,8592.3,5881.5,385.2,221.1,971.7,4037.9,168.1,4194.8,410592.0,5760795.0,Diseases of the nervous system,Nervous System Diseases
6,2015,2256.6,1541.3,8578.4,5859.3,393.6,204.2,927.6,3746.7,157.4,3859.1,390770.0,5546056.0,Diseases of the nervous system,Nervous System Diseases
6,2016,2231.2,1521.2,8597.1,5861.3,434.4,248.9,931.2,3685.6,155.7,3864.3,386118.0,5545286.0,Diseases of the nervous system,Nervous System Diseases
6,2017,2204.1,1501.0,8539.3,5815.3,402.3,235.8,907.8,3507.8,155.4,3795.6,387722.0,5530233.0,Diseases of the nervous system,Nervous System Diseases
6,2018,2167.7,1476.3,8568.9,5835.9,398.4,256.1,906.9,3504.2,159.5,3781.1,398048.0,5718919.0,Diseases of the nervous system,Nervous System Diseases
6,2019,2171.9,1479.9,8596.0,5857.0,329.0,214.7,887.6,3421.1,165.7,3724.6,392287.0,5620191.0,Diseases of the nervous system,Nervous System Diseases
6,2020,1836.5,1243.3,7544.6,5107.8,297.7,205.9,745.3,2876.5,141.3,3124.5,356353.0,5224230.0,Diseases of the nervous system,Nervous System Diseases
6,2021,1974.8,1341.4,7815.5,5308.8,303.4,216.1,789.3,3053.9,159.6,3533.5,407497.0,6065449.0,Diseases of the nervous system,Nervous System Diseases
6,2022,2057.0,1402.0,8126.2,5538.8,281.5,209.4,796.1,3099.7,169.5,3713.7,439142.0,6570166.0,Diseases of the nervous system,Nervous System Diseases
7,1999,4412.1,3039.3,12807.8,8822.7,64.7,57.4,1198.3,4441.4,253.8,3553.1,,,Diseases of the eye and adnexa,Eye Diseases
7,2000,4637.5,3208.9,13549.4,9375.4,70.2,63.9,1221.0,4671.0,274.5,3669.7,,,Diseases of the eye and adnexa,Eye Diseases
7,2001,4700.7,3243.1,13738.7,9478.6,75.5,65.9,1200.3,4807.3,294.7,3920.2,,,Diseases of the eye and adnexa,Eye Diseases
7,2002,4836.2,3353.4,14160.9,9819.0,84.5,71.0,1265.1,5321.8,328.6,4357.1,,,Diseases of the eye and adnexa,Eye Diseases
7,2003,4722.2,3291.8,14281.5,9955.6,90.1,70.7,1169.8,5148.5,319.5,4256.0,,,Diseases of the eye and adnexa,Eye Diseases
7,2004,4870.6,3413.4,14721.3,10317.0,97.7,73.7,1198.2,5476.6,333.8,4534.9,,,Diseases of the eye and adnexa,Eye Diseases
7,2005,4778.3,3365.9,14783.4,10413.6,104.4,76.8,1196.1,5577.3,322.2,4645.6,,,Diseases of the eye and adnexa,Eye Diseases
7,2006,5106.7,3584.0,15736.8,11044.3,107.9,79.3,1175.5,5581.1,316.6,4935.9,,,Diseases of the eye and adnexa,Eye Diseases
7,2007,4976.3,3501.6,15724.2,11064.4,116.9,76.3,1201.3,5760.8,298.1,5088.2,,,Diseases of the eye and adnexa,Eye Diseases
7,2008,4858.0,3422.2,15606.7,10994.0,135.8,82.3,1210.5,5775.9,275.8,5230.4,,,Diseases of the eye and adnexa,Eye Diseases
7,2009,4777.6,3366.7,15680.9,11049.9,139.3,,1220.3,,269.5,,,,Diseases of the eye and adnexa,Eye Diseases
7,2010,4715.3,3298.8,15803.1,11055.9,150.2,88.7,1259.4,5809.5,263.6,5711.7,,,Diseases of the eye and adnexa,Eye Diseases
7,2011,4757.6,3327.9,15824.6,11069.2,151.9,92.0,1291.3,5872.8,254.8,5796.0,,,Diseases of the eye and adnexa,Eye Diseases
7,2012,5043.3,3521.8,16162.2,11286.3,159.8,96.4,1378.4,6122.8,260.8,6204.8,325506.0,4164594.0,Diseases of the eye and adnexa,Eye Diseases
7,2013,5023.4,3500.5,15939.5,11107.1,163.9,94.9,1392.9,6029.6,253.5,6267.8,311855.0,4083376.0,Diseases of the eye and adnexa,Eye Diseases
7,2014,5067.0,3468.4,16142.9,11049.9,171.0,98.1,1443.9,6000.1,257.5,6427.6,315248.0,4109829.0,Diseases of the eye and adnexa,Eye Diseases
7,2015,4878.3,3332.0,15792.8,10787.0,173.6,90.1,1459.1,5893.6,255.3,6258.2,296223.0,3940480.0,Diseases of the eye and adnexa,Eye Diseases
7,2016,4786.8,3263.5,15527.5,10586.4,195.5,112.0,1491.9,5904.7,252.4,6267.1,285372.0,3783355.0,Diseases of the eye and adnexa,Eye Diseases
7,2017,4640.7,3160.3,15224.9,10368.2,184.2,107.9,1464.3,5657.9,254.3,6210.9,286594.0,3789672.0,Diseases of the eye and adnexa,Eye Diseases
7,2018,4612.2,3141.2,15234.6,10375.6,179.3,115.3,1475.0,5699.6,264.8,6277.4,286080.0,3788521.0,Diseases of the eye and adnexa,Eye Diseases
7,2019,4409.6,3004.5,15109.4,10295.0,145.1,94.7,1375.5,5301.9,267.9,6021.3,280522.0,3685577.0,Diseases of the eye and adnexa,Eye Diseases
7,2020,3506.5,2374.0,12766.8,8643.3,119.4,82.6,1011.1,3902.6,210.9,4662.6,230149.0,3102083.0,Diseases of the eye and adnexa,Eye Diseases
7,2021,3632.4,2467.3,13148.1,8931.1,120.5,85.8,1075.1,4159.9,244.3,5408.8,256111.0,3501390.0,Diseases of the eye and adnexa,Eye Diseases
7,2022,3679.1,2507.7,13410.1,9140.3,111.9,83.2,1091.1,4248.4,254.2,5568.6,282196.0,3919644.0,Diseases of the eye and adnexa,Eye Diseases
8,1999,3045.1,2097.6,4474.2,3082.0,52.7,46.8,1048.2,3885.4,140.8,1970.6,,,Diseases of the ear and mastoid process,Ear Diseases
8,2000,3191.3,2208.2,4694.7,3248.5,56.1,51.1,1076.0,4116.3,147.0,1965.2,,,Diseases of the ear and mastoid process,Ear Diseases
8,2001,3234.4,2231.5,4774.9,3294.3,58.5,51.1,1076.2,4310.4,155.9,2073.7,,,Diseases of the ear and mastoid process,Ear Diseases
8,2002,3305.0,2291.6,4884.0,3386.5,61.0,51.3,1089.9,4585.0,166.1,2202.7,,,Diseases of the ear and mastoid process,Ear Diseases
8,2003,3230.9,2252.2,4883.1,3404.0,62.8,49.3,988.6,4351.1,164.0,2184.7,,,Diseases of the ear and mastoid process,Ear Diseases
8,2004,3414.6,2393.0,5186.6,3634.9,64.4,48.6,1033.0,4721.6,171.9,2336.4,,,Diseases of the ear and mastoid process,Ear Diseases
8,2005,3425.3,2412.8,5236.3,3688.5,64.3,47.3,1029.2,4799.1,170.6,2459.6,,,Diseases of the ear and mastoid process,Ear Diseases
8,2006,3501.9,2457.7,5338.4,3746.6,62.0,45.6,1007.6,4784.0,163.4,2547.9,,,Diseases of the ear and mastoid process,Ear Diseases
8,2007,3562.7,2506.9,5419.9,3813.7,64.0,41.8,1056.8,5067.8,158.1,2698.6,,,Diseases of the ear and mastoid process,Ear Diseases
8,2008,3526.0,2483.8,5388.5,3795.9,64.9,39.3,1049.5,5007.6,141.1,2674.7,,,Diseases of the ear and mastoid process,Ear Diseases
8,2009,3733.0,2630.6,5629.2,3966.8,67.1,,1097.9,,148.1,,,,Diseases of the ear and mastoid process,Ear Diseases
8,2010,3867.1,2705.4,5882.5,4115.4,67.9,40.1,1159.8,5350.2,154.1,3338.3,,,Diseases of the ear and mastoid process,Ear Diseases
8,2011,3975.1,2780.6,5904.2,4129.9,66.9,40.5,1201.9,5466.1,150.4,3422.1,,,Diseases of the ear and mastoid process,Ear Diseases
8,2012,4032.4,2815.9,5971.8,4170.2,65.9,39.8,1210.1,5375.4,149.5,3555.4,212906.0,2188332.0,Diseases of the ear and mastoid process,Ear Diseases
8,2013,4013.8,2796.9,5875.5,4094.2,66.9,38.8,1203.8,5211.2,147.2,3640.1,195617.0,2006902.0,Diseases of the ear and mastoid process,Ear Diseases
8,2014,4049.9,2772.2,5871.2,4018.9,66.1,37.9,1269.1,5273.8,145.5,3632.8,185760.0,1880748.0,Diseases of the ear and mastoid process,Ear Diseases
8,2015,3893.1,2659.1,5782.1,3949.3,64.7,33.6,1229.8,4967.2,146.0,3579.4,170430.0,1734230.0,Diseases of the ear and mastoid process,Ear Diseases
8,2016,3863.4,2634.0,5727.6,3905.0,69.3,39.7,1239.7,4906.4,147.5,3660.7,163887.0,1672247.0,Diseases of the ear and mastoid process,Ear Diseases
8,2017,3799.1,2587.2,5647.5,3846.0,64.2,37.6,1215.3,4695.8,146.6,3580.2,159365.0,1632018.0,Diseases of the ear and mastoid process,Ear Diseases
8,2018,3748.4,2552.8,5561.7,3787.8,61.1,39.2,1210.6,4677.6,151.8,3598.5,159378.0,1636311.0,Diseases of the ear and mastoid process,Ear Diseases
8,2019,3668.6,2499.7,5461.2,3721.1,48.7,31.8,1178.2,4541.5,150.7,3387.2,147329.0,1519168.0,Diseases of the ear and mastoid process,Ear Diseases
8,2020,3008.1,2036.5,4542.1,3075.1,39.9,27.6,918.9,3546.6,131.1,2898.0,129770.0,1378022.0,Diseases of the ear and mastoid process,Ear Diseases
8,2021,3112.2,2114.0,4653.0,3160.6,39.7,28.3,999.7,3868.0,140.1,3102.7,135299.0,1457544.0,Diseases of the ear and mastoid process,Ear Diseases
8,2022,3266.3,2226.3,4821.4,3286.3,38.2,28.4,1063.5,4141.0,148.6,3254.9,149063.0,1581561.0,Diseases of the ear and mastoid process,Ear Diseases
9,1990,1661.5,1123.3,14626.3,9888.4,,,65.1,191.6,,,,,Diseases of the circulatory system,Cardiovascular diseases
9,1995,1960.0,1326.4,15730.2,10644.8,,,138.0,439.9,42.1,643.2,,,Diseases of the circulatory system,Cardiovascular diseases
9,1996,2056.6,1403.7,16284.5,11114.9,,,149.2,493.4,45.8,696.4,,,Diseases of the circulatory system,Cardiovascular diseases
9,1997,2101.1,1437.8,16707.9,11433.0,,,154.1,526.2,49.6,741.2,,,Diseases of the circulatory system,Cardiovascular diseases
9,1998,2226.5,1527.7,17451.2,11973.6,,,163.0,578.4,55.4,802.4,,,Diseases of the circulatory system,Cardiovascular diseases
9,1999,2355.7,1622.7,19160.7,13198.9,,,171.9,637.2,63.7,892.3,,,Diseases of the circulatory system,Cardiovascular diseases
9,2000,2482.8,1718.0,20088.7,13900.2,,,174.4,667.2,70.9,947.8,,,Diseases of the circulatory system,Cardiovascular diseases
9,2001,2604.7,1797.0,21129.1,14577.4,,,170.9,684.6,75.6,1005.4,,,Diseases of the circulatory system,Cardiovascular diseases
9,2002,2805.3,1945.2,22381.0,15518.8,,,214.6,902.7,94.6,1254.2,,,Diseases of the circulatory system,Cardiovascular diseases
9,2003,2954.4,2059.5,23447.8,16345.4,,,188.4,829.3,95.7,1275.1,,,Diseases of the circulatory system,Cardiovascular diseases
9,2004,3146.4,2205.1,25544.9,17902.4,,,189.0,863.8,102.6,1394.7,,,Diseases of the circulatory system,Cardiovascular diseases
9,2005,3277.8,2290.3,27641.8,19314.6,,,189.8,885.0,100.4,1447.3,,,Diseases of the circulatory system,Cardiovascular diseases
9,2006,3786.7,2657.5,29812.6,20923.0,,,192.2,912.4,101.1,1576.9,,,Diseases of the circulatory system,Cardiovascular diseases
9,2007,3719.4,2617.2,30590.0,21524.8,,,199.5,956.7,99.1,1691.7,,,Diseases of the circulatory system,Cardiovascular diseases
9,2008,3780.8,2663.4,31301.7,22050.2,,,197.4,941.8,90.5,1716.8,,,Diseases of the circulatory system,Cardiovascular diseases
